field1,field2,field3,field4,field5,field6,_GC_TYPE,_X,_Y
서울교통공사,5호선,거여,서울특별시 송파구 거여동 20-14,서울특별시 송파구 오금로 지하499?(거여동),,정,127.14403246252822,37.493207127233006
서울교통공사,,망원,서울특별시 마포구 망원동 378,서울특별시 마포구 월드컵로 지하77 (망원동),6호선,정,126.91003364784967,37.55605708266016
서울교통공사,,고려대(종암),서울특별시 성북구 종암동 29-18,서울특별시 성북구 종암로 지하1 (종암동),6호선,정,127.0362851974663,37.5906499222265
서울교통공사,5호선,개롱,서울특별시 송파구 가락동 165-2,서울특별시 송파구 오금로 지하402 (가락동),,정,127.13515922275602,37.497814864138256
서울교통공사,5호선,방이,서울특별시 송파구 방이동 217-2,서울특별시 송파구 양재대로 지하1127 (방이동),,정,127.12585490241264,37.508557028408134
서울교통공사,,구산,서울특별시 은평구 구산동 1,서울특별시 은평구 연서로 지하137-1 (구산동),6호선,정,126.91716249339133,37.61117799406096
서울교통공사,,디지털미디어시티,서울특별시 은평구 증산동 223-25,서울특별시 은평구 수색로 지하175 (증산동),6호선,정,126.90192948338502,37.577161833709724
서울교통공사,,버티고개,서울특별시 중구 신당동 366-454,서울특별시 중구 다산로 지하38 (신당동),6호선,정,127.00688610278699,37.547996174964304
서울교통공사,,독바위,서울특별시 은평구 불광동 13-33,서울특별시 은평구 불광로 지하129-1 (불광동),6호선,정,126.93279153965837,37.61836840881079
서울교통공사,,녹사평(용산구청),서울특별시 용산구 용산동4가 4,서울특별시 용산구 녹사평대로 지하195 (용산동4가),6호선,정,126.98702823704328,37.53483117007138
서울교통공사,,동묘앞,서울특별시 종로구 숭인동 316-3,서울특별시 종로구 지봉로 지하24 (숭인동),6호선,정,127.01567840509081,37.57220134115562
서울교통공사,,신내,서울특별시 중랑구 신내동 19,서울특별시 중랑구 용마산로 136길 33,6호선,정,127.1021814167748,37.61306171078294
서울교통공사,,마포구청,서울특별시 마포구 성산동 592,서울특별시 마포구 월드컵로 지하190 (성산동),6호선,정,126.90335684949542,37.56342537485442
서울교통공사,,돌곶이,서울특별시 성북구 석관동 349-8,서울특별시 성북구 화랑로 지하243 (석관동),6호선,정,127.05642557897015,37.610551496370874
서울교통공사,,새절(신사),서울특별시 은평구 신사동 337-5,서울특별시 은평구 증산로 지하400 (신사동,6호선,정,126.91391635560953,37.59183360398961
서울교통공사,,대흥(서강대앞),서울특별시 마포구 대흥동 128-1,서울특별시 마포구 대흥로 지하85?(대흥동),6호선,정,126.94150655800671,37.54770053035228
서울교통공사,,신당,서울특별시 중구 흥인동 162-1,서울특별시 중구 다산로 지하260 (흥인동),6호선,정,127.01615318664453,37.56627422255595
서울교통공사,,삼각지,서울특별시 용산구 한강로1가 228-1,서울특별시 용산구 한강대로 지하185 (한강로1가),6호선,정,126.97321420931723,37.53526339533484
서울교통공사,,보문,서울특별시 성북구 보문동1가 127-1,서울특별시 성북구 보문로 지하116 (보문동1가),6호선,정,127.019489320447,37.585549630325005
서울교통공사,,봉화산(서울의료원),서울특별시 중랑구 신내동 643-1,서울특별시 중랑구 신내로 지하232 (신내동),6호선,정,127.09075774644107,37.61765374834299
서울교통공사,,석계,서울특별시 노원구 월계동 25-2,서울특별시 노원구 화랑로 지하347-1 (월계동),6호선,정,127.06611844188856,37.61504737538071
서울교통공사,,증산(명지대앞),서울특별시 은평구 증산동 199-8,서울특별시 은평구 증산로 지하306 (증산동),6호선,정,126.91005686124082,37.58419534198936
서울교통공사,,상월곡(한국과학기술연구원),서울특별시 성북구 상월곡동 26-1,서울특별시 성북구 화랑로 지하157 (상월곡동),6호선,정,127.04832667183979,37.60626463558655
서울교통공사,,상수,서울특별시 마포구 상수동 309-10,서울특별시 마포구 독막로 지하85 (상수동),6호선,정,126.92240960159467,37.54777180313401
서울교통공사,,응암,서울특별시 은평구 역촌동 85-41,서울특별시 은평구 증산로 지하477 (역촌동),6호선,정,126.91551157783208,37.598740370614856
서울교통공사,,불광,서울특별시 은평구 대조동 14-1,서울특별시 은평구 통일로 지하723-1 (대조동),6호선,정,126.92998545003249,37.61020679435526
서울교통공사,,창신,서울특별시 종로구 창신동 20-8,서울특별시 종로구 지봉로 지하112 (창신동),6호선,정,127.0152110055045,37.58001680235989
서울교통공사,,연신내,서울특별시 은평구 갈현동 397,서울특별시 은평구 통일로 지하849 (갈현동),6호선,정,126.9211666763322,37.618969933364056
서울교통공사,,약수,서울특별시 중구 신당동 369-2,서울특별시 중구 다산로 지하115 (신당동),6호선,정,127.01012031000874,37.5538918494929
서울교통공사,,안암(고대병원앞),서울특별시 성북구 안암동5가 146-1,서울특별시 성북구 인촌로 지하89 (안암동5가),6호선,대,127.0280534517771,37.607099130775744
서울교통공사,7호선,수락산,서울특별시 노원구 상계동 1132-9,서울특별시 노원구 동일로 지하1662 (상계동),,정,127.0553744724738,37.677625990298225
서울교통공사,,이태원,서울특별시 용산구 이태원동 119-23,서울특별시 용산구 이태원로 지하177 (이태원동),6호선,정,126.99372283016174,37.53448509804741
서울교통공사,,월드컵경기장(성산),서울특별시 마포구 성산동 420,서울특별시 마포구 월드컵로 지하240 (성산동),6호선,정,126.8990339346719,37.56994359809113
서울교통공사,7호선,마들,서울특별시 노원구 상계동 650,서울특별시 노원구 동일로 지하1530-1 (상계동),,정,127.05768748071267,37.66508722290245
서울교통공사,,월곡(동덕여대),서울특별시 성북구 하월곡동 35-1,서울특별시 성북구 월곡로 지하107 (하월곡동),6호선,정,127.0411844182332,37.60142030556327
서울교통공사,7호선,장암,경기도 의정부시 장암동 160-8,경기도 의정부시 동일로 121 (장암동),,정,127.05313476271058,37.70011924793852
서울교통공사,,역촌,서울특별시 은평구 녹번동 144-69,서울특별시 은평구 서오릉로 지하63 (녹번동),6호선,정,126.9229636380249,37.60603192005642
서울교통공사,,태릉입구,서울특별시 노원구 공릉동 616-4,서울특별시 노원구 동일로 지하992-1 (공릉동),6호선,정,127.07499572983969,37.61790538985226
서울교통공사,,합정,서울특별시 마포구 합정동 414,서울특별시 마포구 양화로 지하45 (합정동),6호선,정,126.91367787151397,37.55016600977867
서울교통공사,,효창공원앞,서울특별시 용산구 효창동 80,서울특별시 용산구 백범로 지하287 (효창동),6호선,정,126.9612214169689,37.539600668397725
서울교통공사,,청구,서울특별시 중구 신당동 295-2,서울특별시 중구 청구로 지하77 (신당동),6호선,정,127.0138063256488,37.56029404793956
서울교통공사,7호선,면목,서울특별시 중랑구 면목동 282-6,서울특별시 중랑구 면목로 지하407?(면목동),,정,127.08756759617435,37.58838408537937
서울교통공사,7호선,도봉산,서울특별시 도봉구 도봉동 38-3,서울특별시 도봉구 도봉로 964-40 (도봉동),,정,127.04653541879122,37.689132082042946
서울교통공사,7호선,사가정,서울특별시 중랑구 면목동 495,서울특별시 중랑구 사가정로 지하393 (면목동),,정,127.08843906551263,37.58079507541697
서울교통공사,,화랑대(서울여대입구),서울특별시 노원구 공릉동 285-2,서울특별시 노원구 화랑로 지하510 (공릉동),6호선,정,127.08374482583423,37.61989519349878
서울교통공사,7호선,중화,서울특별시 중랑구 중화동 50-3,서울특별시 중랑구 동일로 지하797 (중화동),,정,127.07946945472581,37.60158005799422
서울교통공사,7호선,중계,서울특별시 노원구 중계동 503-3,서울특별시 노원구 동일로 지하1308-1 (중계동),,정,127.06424687403205,37.644891059928874
서울교통공사,,한강진,서울특별시 용산구 한남동 726-494,서울특별시 용산구 이태원로 지하287 (한남동),6호선,정,127.00174731644941,37.54029328890011
서울교통공사,7호선,공릉(서울과학기술대),서울특별시 노원구 공릉동 385-4,서울특별시 노원구 동일로 지하1074 (공릉동),,정,127.07300526568945,37.625476684357594
서울교통공사,7호선,먹골,서울특별시 중랑구 묵동 189-5,서울특별시 중랑구 동일로 지하901?(묵동),,정,127.07776433266925,37.61062436633213
서울교통공사,7호선,노원,서울특별시 노원구 상계동 729,서울특별시 노원구 동일로 지하1409 (상계동),,정,127.06051702294836,37.65469458626982
서울교통공사,7호선,학동,서울특별시 강남구 논현동 279-67,서울특별시 강남구 학동로 지하180?(논현동),,정,127.03146348990165,37.514206245474874
서울교통공사,7호선,논현,서울특별시 강남구 논현동 279-67,서울특별시 강남구 학동로 지하102?(논현동),,정,127.0216573016981,37.51119787085061
서울교통공사,7호선,상봉(시외버스터미널),서울특별시 중랑구 상봉동 100-9,서울특별시 중랑구 망우로 지하297 (상봉동),,정,127.08543658426332,37.596714074388885
서울교통공사,7호선,태릉입구,서울특별시 노원구 공릉동 616-4,서울특별시 노원구 동일로 지하992-1 (공릉동),,정,127.07499572983969,37.61790538985226
서울교통공사,7호선,청담,서울특별시 강남구 청담동 77-76,서울특별시 강남구 학동로 지하508 (청담동),,정,127.05364470795594,37.519441603280534
서울교통공사,7호선,중곡,서울특별시 광진구 중곡동 273-2,서울특별시 광진구 능동로 지하417 (중곡동),,정,127.08407246060086,37.565525334328974
서울교통공사,7호선,하계,서울특별시 노원구 하계동 273-5,서울특별시 노원구 동일로 지하1196?(하계동),,정,127.06798879985041,37.636452068857785
서울교통공사,7호선,뚝섬유원지,서울특별시 광진구 자양동 73-2,서울특별시 광진구 능동로 10 (자양동),,정,127.0667178245376,37.53158738487023
서울교통공사,7호선,어린이대공원(세종대),서울특별시 광진구 화양동 164-1,서울특별시 광진구 능동로 지하210?(화양동),,정,127.07455030252422,37.54786998064372
서울교통공사,7호선,용마산,서울특별시 중랑구 면목동 1316-5,서울특별시 중랑구 용마산로 지하227?(면목동),,정,127.08703807414949,37.574030066753785
서울교통공사,7호선,신대방삼거리,서울특별시 동작구 대방동 406-10,서울특별시 동작구 상도로 지하76 (대방동) ?,,정,126.9282237627355,37.499722921803034
서울교통공사,7호선,보라매,서울특별시 동작구 대방동 466-51,서울특별시 동작구 상도로 지하2?(대방동),,정,126.92048967438008,37.49991057224721
서울교통공사,7호선,강남구청,서울특별시 강남구 삼성동 111-44,서울특별시 강남구 학동로 지하346 (삼성동),,정,127.04130106646006,37.51718869050704
서울교통공사,7호선,건대입구,서울특별시 광진구 화양동 6-3,서울특별시 광진구 능동로 지하110 (화양동),,정,127.07104608131455,37.54084206967129
서울교통공사,7호선,상도,서울특별시 동작구 상도1동 702-1,서울특별시 동작구 상도로 지하272?(상도1동),,정,126.94770008232166,37.50320738742224
서울교통공사,7호선,고속터미널,서울특별시 서초구 반포동 19-11,서울특별시 서초구 신반포로 지하188 (반포동),,정,127.00444241077146,37.50464704802712
서울교통공사,7호선,군자(능동),서울특별시 광진구 능동 275-5,서울특별시 광진구 천호대로 지하550 (능동),,정,127.07901723992424,37.55736280910899
서울교통공사,7호선,숭실대입구(살피재),서울특별시 동작구 상도동 514,서울특별시 동작구 상도로 지하378?(상도동),,정,126.95406001726371,37.495814285239454
서울교통공사,7호선,총신대입구(이수),서울특별시 동작구 사당동 144-4,서울특별시 동작구 사당로 지하310 (사당동),,정,126.98102124345053,37.485015848718184
서울교통공사,7호선,반포,서울특별시 서초구 잠원동 103,서울특별시 서초구 신반포로 지하241?(잠원동),,정,127.01149725874883,37.50812682899236
서울교통공사,7호선,장승배기,서울특별시 동작구 상도동 26-20,서울특별시 동작구 상도로 지하188?(상도동),,정,126.93874422861032,37.50466502888192
서울교통공사,7호선,부천종합운동장,경기도 부천시 원미구 춘의동 15-1,경기도 부천시 원미구 길주로 지하502?(춘의동),,대,126.79248285704753,37.49421206850425
서울교통공사,7호선,까치울,경기도 부천시 원미구 춘의동 3-1,경기도 부천시 원미구 길주로 지하626?(춘의동),,대,126.79248285704753,37.49421206850425
서울교통공사,7호선,천왕,서울특별시 구로구 오류동 174-5,서울특별시 구로구 오리로 지하1154?(오류동),,정,126.83871376615626,37.486821604789746
서울교통공사,7호선,남성,서울특별시 동작구 사당동 산25-33,서울특별시 동작구 사당로 지하218 (사당동),,정,126.97170661957378,37.484443664805006
서울교통공사,7호선,내방,서울특별시 서초구 반포동 19-11,서울특별시 서초구 서초대로 지하103 (방배동),,정,126.993190143064,37.48753389456355
서울교통공사,7호선,가산디지털단지,서울특별시 금천구 가산동 468-4,서울특별시 금천구 벚꽃로 309 (가산동),,정,126.8825592777496,37.481595773825134
서울교통공사,7호선,온수(성공회대입구),서울특별시 구로구 온수동 119,서울특별시 구로구 경인로3길 지하64 (온수동),,정,126.82338130391334,37.49215101121385
서울교통공사,7호선,대림(구로구청),서울특별시 영등포구 대림동 1050-17,서울특별시 영등포구 도림로 지하137?(대림동),,정,126.89661187366156,37.49274333217152
서울교통공사,7호선,광명사거리,경기도 광명시 광명동 158-211,경기도 광명시 오리로 지하980?(광명동),,정,126.85470278269499,37.47933503819705
서울교통공사,8호선,강동구청,서울특별시 강동구 성내동 319,서울특별시 강동구 올림픽로 지하550 (성내동),,정,127.12057549720592,37.53067394793378
서울교통공사,7호선,신풍,서울특별시 영등포구 신길동 3599,서울특별시 영등포구 신풍로 지하27?(신길동),,정,126.90984164645265,37.50011744578428
서울교통공사,8호선,천호(풍납토성),서울특별시 강동구 천호동 455,서울특별시 강동구 천호대로 지하997 (천호동),,정,127.12374218835372,37.53857905939403
서울교통공사,7호선,남구로,서울특별시 구로구 구로동 801-95,서울특별시 구로구 도림로 지하7?(구로동),,정,126.88633320150234,37.48532361316059
서울교통공사,7호선,부평구청,인천광역시 부평구 갈산동 193-45,인천광역시 부평구 길주로 지하527?(갈산동),,정,126.72085783215041,37.507608328949466
서울교통공사,7호선,철산,경기도 광명시 철산동 526,경기도 광명시 철산로 지하13 (철산동),,정,126.86800367981432,37.4760980577065
서울교통공사,8호선,암사,서울특별시 강동구 암사동 501,서울특별시 강동구 올림픽로 지하776 (암사동),,정,127.12754001626179,37.550139258442165
서울교통공사,7호선,상동,경기도 부천시 원미구 상동 633,경기도 부천시 원미구 길주로 지하104?(상동),,대,126.79248285704753,37.49421206850425
서울교통공사,7호선,굴포천,인천광역시 부평구 삼산동 466,인천광역시 부평구 길주로 지하623 (삼산동),,정,126.73176182476533,37.50707855546168
서울교통공사,7호선,신중동,경기도 부천시 원미구 춘의동 145,경기도 부천시 원미구 길주로 지하314 (중동),,대,126.79248285704753,37.49421206850425
서울교통공사,7호선,춘의,경기도 부천시 원미구 춘의동 145,경기도 부천시 원미구 길주로 지하406 (춘의동),,대,126.79248285704753,37.49421206850425
서울교통공사,8호선,남한산성입구(성남법원·검찰청),경기도 성남시 수정구 단대동 96,경기도 성남시 수정구 산성대로 지하445 (단대동) ?,,정,127.15980226893501,37.45156808438957
서울교통공사,8호선,산성,경기도 성남시 수정구 신흥동 7,경기도 성남시 수정구 수정로 지하365?(신흥동),,정,127.14994418786304,37.45652476991382
서울교통공사,8호선,장지,서울특별시 송파구 장지동 201-5,서울특별시 송파구 송파대로 지하82?(장지동),,정,127.1264245005069,37.478119813601246
서울교통공사,7호선,삼산체육관,인천광역시 부평구 삼산동 466,인천광역시 부평구 길주로 지하713 (삼산동),,정,126.74190726709506,37.506583468999274
서울교통공사,7호선,부천시청,경기도 부천시 원미구 중동 1243,경기도 부천시 원미구 길주로 지하202?(중동),,대,126.79248285704753,37.49421206850425
서울교통공사,8호선,복정,서울특별시 송파구 장지동 596-21,서울특별시 송파구 송파대로 지하6 (장지동),,정,127.12677200564394,37.47105781142292
서울교통공사,8호선,송파,서울특별시 송파구 가락동 459-4,서울특별시 송파구 송파대로 지하354 (가락동),,정,127.11218056692168,37.49968680060866
서울교통공사,8호선,문정,서울특별시 송파구 문정동 119-4,서울특별시 송파구 송파대로 지하179 (문정동),,정,127.12229105036803,37.486264018996614
서울교통공사,8호선,잠실(송파구청),서울특별시 송파구 신천동 7-4,서울특별시 송파구 올림픽로 305 (신천동),,정,127.10421556449872,37.51497629138417
서울교통공사,8호선,몽촌토성(평화의문),서울특별시 송파구 신천동 19,서울특별시 송파구 올림픽로 지하383 (신천동),,정,127.11243062978616,37.5176246845367
서울9호선,9호선,양천향교,서울특별시 강서구 가양동 159-3,서울특별시 강서구 양천로 341,,정,126.84081741940669,37.568760384209924
서울9호선,9호선,마곡나루,서울특별시 강서구 마곡동 367-6,서울특별시 강서구 마곡중앙5로 2,,정,126.8275157853133,37.5667880400899
서울9호선,9호선,공항시장,서울특별시 강서구 공항동 산 20-2,서울특별시 강서구 방화동로 30,,정,126.81049146168365,37.56355407448472
서울교통공사,8호선,가락시장,서울특별시 송파구 가락동 184-23,서울특별시 송파구 송파대로 지하257?(가락동),,정,127.1184857624921,37.492743409004625
서울교통공사,8호선,석촌,서울특별시 송파구 석촌동 209,서울특별시 송파구 송파대로 지하439?(석촌동),,정,127.10634573987326,37.50594908364595
서울9호선,9호선,신방화,서울특별시 강서구 방화동 217-156,서울특별시 강서구 방화대로 301,,정,126.81652170166647,37.56767942054776
서울9호선,9호선,김포공항,서울특별시 강서구 방화동 886,서울특별시 강서구 하늘길 77,,정,126.80157042193576,37.562144217198956
서울교통공사,8호선,모란,경기도 성남시 수정구 수진동 4518,경기도 성남시 수정구 산성대로 지하100 (수진동),,정,127.12955098249014,37.43384993231125
서울교통공사,8호선,신흥,경기도 성남시 수정구 신흥동 2467,경기도 성남시 수정구 산성대로 지하280 (신흥동),,정,127.14810734196205,37.441183405225296
서울9호선,9호선,샛강,서울특별시 영등포구 여의도동 5-6,서울특별시 영등포구 의사당대로 166,,정,126.92907926538247,37.51663014612802
서울9호선,9호선,여의도,서울특별시 영등포구 여의도동 2-6,서울특별시 영등포구 의사당대로 101,,정,126.92396919981421,37.52190708622823
서울교통공사,8호선,단대오거리,경기도 성남시 수정구 신흥동 2467,경기도 성남시 수정구 산성대로 지하365 (신흥동),,정,127.15668806894723,37.44514402652555
서울9호선,9호선,당산,서울특별시 영등포구 당산동6가 227-1,서울특별시 영등포구 양평로 40,,정,126.90217159958917,37.53374074303278
서울9호선,9호선,개화,서울특별시 강서구 개화동 493-2,서울특별시 강서구 개화동로 8길 38,,정,126.79673272027387,37.58104900741436
서울9호선,9호선,증미,서울특별시 강서구 등촌동 666-40,서울특별시 강서구 양천로 560,,정,126.86124745965346,37.55771948175767
서울9호선,9호선,언주,서울특별시 강남구 논현동 279-165,서울특별시 강남구 봉은사로 201,,정,127.03428515883083,37.50744550779899
서울9호선,9호선,염창,서울특별시 강서구 염창동 284-84,서울특별시 강서구 공항대로 631,,정,126.87500221961189,37.54705447503146
서울교통공사,8호선,수진,경기도 성남시 수정구 수진동 2205-1,경기도 성남시 수정구 산성대로 지하200 (수진동),,정,127.14035157929541,37.43745902984593
서울9호선,9호선,선유도,서울특별시 영등포구 양평동5가 66-1,서울특별시 영등포구 양평로 124,,정,126.89342085078879,37.538131652617466
서울9호선,9호선,신논현,서울특별시 강남구 역삼동 800,서울특별시 강남구 봉은사로 102,,정,127.02503118047096,37.504634281153905
서울9호선,9호선,가양,서울특별시 강서구 가양동 14-61,서울특별시 강서구 양천로 485,,정,126.85438720560197,37.56155253286697
서울9호선,9호선,국회의사당,서울특별시 영등포구 여의도동 1-6,서울특별시 영등포구 국회대로 758,,정,126.91788559985538,37.52806773491489
서울9호선,9호선,고속터미널,서울특별시 서초구 반포동 19-11,서울특별시 서초구 신반포로 188,,정,127.00444241077146,37.50464704802712
서울9호선,9호선,신목동,서울특별시 양천구 목동 136-2,서울특별시 양천구 목동중앙로 217,,정,126.88274736123317,37.544481313525445
서울9호선,9호선,동작(현충원),서울특별시 동작구 동작동 326,서울특별시 동작구 현충로 220,,정,126.97793729932002,37.5030672745521
서울9호선,9호선,노들,서울특별시 동작구 본동 344-10,서울특별시 동작구 노량진로 238,,정,126.95306360990759,37.51277859083927
서울9호선,9호선,신반포,서울특별시 서초구 반포동 128-1,서울특별시 서초구 신반포로 105,,정,126.99589839205713,37.50341389309325
서울9호선,9호선,등촌,서울특별시 강서구 등촌동 666-94,서울특별시 강서구 공항대로 529,,정,126.86495031306389,37.551117282604196
서울9호선,9호선,노량진,서울특별시 동작구 노량진동 60-11,서울특별시 동작구 노량진로 130,,정,126.94082699790542,37.51357307396452
서울9호선,9호선,구반포,서울특별시 서초구 반포동 817,서울특별시 서초구 신반포로 17,,정,126.9873749320206,37.50144920943843
서울9호선,9호선,종합운동장,서울특별시 송파구 잠실동 123,서울특별시 송파구 올림픽로 23,,정,127.07335564152693,37.51096957741606
서울9호선,9호선,사평,서울특별시 서초구 반포동 128-7,서울특별시 서초구 사평대로 285,,정,127.015434252495,37.504159045946714
서울9호선,9호선,삼성중앙,서울특별시 강남구 삼성동 111-147,서울특별시 강남구 봉은사로 501,,정,127.05270499610269,37.512882478503435
서울9호선,9호선,선정릉,서울특별시 강남구 삼성동 111-114,서울특별시 강남구 선릉로 580,,정,127.04364075254105,37.51085310138105
서울9호선,9호선,흑석(중앙대입구),서울특별시 동작구 흑석동 4,서울특별시 동작구 현충로 90,,정,126.96357025907781,37.509085251610834
서울9호선,9호선,봉은사,서울특별시 강남구 삼성동 172,서울특별시 강남구 봉은사로 601,,정,127.06089215141441,37.51436077913791
